,doc_id,item,category,amount,price,discount
0,41n07kEJX6,Стакан черный,Посуда,5,220,1
1,41n07kEJX6,Набор кастрюль,Посуда,2,3500,14
2,41nqwXG8hM,Fairy моющее средство,Бытовая химия,1,150,7
3,41nqwXG8hM,Пододеяльник 2,Текстиль,5,2200,7
4,41Al1B4GVD,Ручка красная,Канцтовары,4,50,0
5,411ZLLXXKV,Отвертка - бол,Инструменты,1,130,0
6,411ZLLXXKV,Пододеяльник 1.5,Текстиль,2,1700,6
7,41RwUNWyy5,Стакан синий,Посуда,2,220,0
8,41RwUNWyy5,Ручка синяя,Канцтовары,4,50,4
9,41imIGNI56,Ручка зеленая,Канцтовары,2,50,0
10,41imIGNI56,Пододеяльник 2,Текстиль,5,2200,0
11,414MYINaxt,AOS моющее средство,Бытовая химия,5,130,0
12,414MYINaxt,Малярный скотч,Канцтовары,3,60,0
13,41DD0xUaT3,Полотенце бол,Текстиль,4,1100,0
14,41DD0xUaT3,Стакан синий,Посуда,3,220,0
15,41rYT6T7PP,Comet чистящее средство,Бытовая химия,3,170,0
16,41rYT6T7PP,Бумага 100 листов,Канцтовары,3,600,0
17,41uCVH0qzc,Отвертка + бол,Инструменты,2,130,13
18,41uCVH0qzc,Простынь 1.5,Текстиль,4,1500,0
19,41JeuXF96D,Отвертка + бол,Инструменты,4,130,0
20,41cIYW0Ntj,Ручка синяя,Канцтовары,3,50,0
21,41cIYW0Ntj,Тарелка бол,Посуда,3,220,0
22,41zB4RtJOd,Полотенце мал,Текстиль,3,500,0
23,41d8WYO8f0,Ручка синяя,Канцтовары,3,50,4
24,41y28KewM1,Бокорезы,Инструменты,2,300,0
25,41pKhdhf2U,Пододеяльник 1.5,Текстиль,2,1700,0
26,41vlRGvoH4,Простынь 1.5,Текстиль,3,1500,5
27,41vlRGvoH4,Тарелка бол,Посуда,5,220,12
28,41HaFtC1Tt,Стакан черный,Посуда,5,220,0
29,41HaFtC1Tt,Тарелка мал,Посуда,1,150,0
30,41qPLrAbZ0,Пододеяльник 1.5,Текстиль,4,1700,0
31,41R5LPV79P,Простынь 2,Текстиль,3,2100,0
32,41lIp2pcfg,Полотенце бол,Текстиль,4,1100,0
33,41lIp2pcfg,Бумага 100 листов,Канцтовары,3,600,12
34,416nkWuAUr,Наволочка квадратная,Текстиль,5,600,0
35,41VecEUAgN,Бумага 100 листов,Канцтовары,3,600,0
36,41aK6vkpXY,Плоскогубцы,Инструменты,1,320,0
37,41aK6vkpXY,Бумага 100 листов,Канцтовары,2,600,0
38,41P23rewvk,Ручка зеленая,Канцтовары,1,50,0
39,41P23rewvk,Бумага 100 листов,Канцтовары,1,600,12
40,41J3h5QQcK,Набор блюдец,Посуда,5,470,0
41,41IRrH0f1z,Тарелка мал,Посуда,1,150,0
42,41IRrH0f1z,Отвертка + бол,Инструменты,1,130,10
43,41DYRV2ipK,Ручка зеленая,Канцтовары,4,50,1
44,41DYRV2ipK,Бумага 100 листов,Канцтовары,2,600,8
45,41rpRvsXYR,Стакан синий,Посуда,2,220,0
46,41rpRvsXYR,Канцелярский нож,Канцтовары,3,80,14
47,4171jcIjLC,Наволочка квадратная,Текстиль,1,600,15
48,41Vm1dZsM9,Отвертка - бол,Инструменты,4,130,0
49,41Q2VKYCHA,Простынь 1,Текстиль,3,1200,0
50,41Q2VKYCHA,Ручка зеленая,Канцтовары,3,50,0
51,41d1bHJFzR,Наволочка прямоугольная,Текстиль,2,650,5
52,41oRdeekpD,Набор кастрюль,Посуда,3,3500,0
53,41zYwZy6FD,Ручка красная,Канцтовары,3,50,7
54,41zYwZy6FD,Пододеяльник 1,Текстиль,4,1500,9
55,41LL3VeDDp,Стакан синий,Посуда,3,220,0
56,41MXcMj4bn,Тарелка бол,Посуда,4,220,0
57,41MXcMj4bn,Бокорезы,Инструменты,1,300,10
58,415hs92Mg7,Наволочка квадратная,Текстиль,5,600,0
59,41PHG8oEM3,Простынь 1,Текстиль,5,1200,0
60,41VSCoJ6Ar,Стакан черный,Посуда,4,220,14
61,41VSCoJ6Ar,Comet чистящее средство,Бытовая химия,1,170,0
62,41JTtdwCu8,Ручка синяя,Канцтовары,3,50,0
63,41JTtdwCu8,Бумага 100 листов,Канцтовары,2,600,0
64,41fuOBlDu4,Канцелярский нож,Канцтовары,3,80,10
65,41RT9GGRhn,AOS моющее средство,Бытовая химия,1,130,0
66,41RT9GGRhn,Ручка синяя,Канцтовары,2,50,0
67,41zHcmuApR,Fairy моющее средство,Бытовая химия,1,150,0
68,41dcbDQlAX,Набор кастрюль,Посуда,4,3500,0
69,41uyUQQThB,Отвертка + мал,Инструменты,5,80,0
70,41HiVBcaRb,Пододеяльник 1.5,Текстиль,5,1700,0
71,41HiVBcaRb,Ручка зеленая,Канцтовары,5,50,0
72,41vv4cHvhf,Стакан черный,Посуда,3,220,8
73,41vv4cHvhf,Простынь 1,Текстиль,2,1200,7
74,41kr7Px5b7,Ручка зеленая,Канцтовары,1,50,8
75,41kr7Px5b7,Пододеяльник 1,Текстиль,5,1500,15
76,4182UvaTfM,Ручка зеленая,Канцтовары,4,50,0
77,4182UvaTfM,Полотенце бол,Текстиль,4,1100,0
78,41bZunwXH9,Тарелка бол,Посуда,5,220,3
79,41bZunwXH9,Наволочка прямоугольная,Текстиль,3,650,0
80,41waBYiWrP,Бумага 100 листов,Канцтовары,3,600,4
81,41GaDS529r,Простынь 1.5,Текстиль,5,1500,0
82,41MDWvq4Ar,Тарелка мал,Посуда,2,150,0
83,41jU7a2xAA,Полотенце бол,Текстиль,2,1100,0
84,41jU7a2xAA,Тарелка мал,Посуда,1,150,0
85,41vHrWxupt,Наволочка квадратная,Текстиль,1,600,1
86,41mXeGOY3X,Бокорезы,Инструменты,4,300,1
87,41mXeGOY3X,Пододеяльник 2,Текстиль,2,2200,0
88,41jYoZtHsD,Пододеяльник 1.5,Текстиль,2,1700,0
89,41DPwDCVOd,Ручка синяя,Канцтовары,5,50,0
90,41THMDMDZU,Набор блюдец,Посуда,1,470,0
91,41THMDMDZU,Плоскогубцы,Инструменты,5,320,2
92,41rXHf6BLU,Бокорезы,Инструменты,4,300,0
93,41rXHf6BLU,Стакан синий,Посуда,1,220,12
94,41QHHNkoq4,Крот средство от засоров,Бытовая химия,3,120,0
95,41zgQREqAc,Простынь 1.5,Текстиль,4,1500,0
96,41hNSymqpv,Набор блюдец,Посуда,4,470,12
97,41TLbzMdsb,Fairy моющее средство,Бытовая химия,3,150,7
98,41MBXVuDhp,Comet чистящее средство,Бытовая химия,4,170,9
99,41fuY63EX2,Отвертка - мал,Инструменты,1,80,0
100,41fuY63EX2,Набор кастрюль,Посуда,3,3500,0
101,41nd2Yisln,Малярный скотч,Канцтовары,1,60,7
102,41nd2Yisln,Стакан черный,Посуда,3,220,14
103,41cSM005is,Ручка зеленая,Канцтовары,2,50,5
104,41cSM005is,Тарелка бол,Посуда,4,220,0
105,41PjO4ctJ9,Стакан синий,Посуда,1,220,0
106,41OLF9xJ64,Наволочка прямоугольная,Текстиль,1,650,0
107,41OLF9xJ64,Пододеяльник 1,Текстиль,2,1500,0
108,41rMn7Zr9W,Наволочка прямоугольная,Текстиль,5,650,10
109,41RFLcOGZP,Отвертка - мал,Инструменты,1,80,0
110,41DOks1gS2,Тарелка мал,Посуда,4,150,0
111,41DOks1gS2,Стакан синий,Посуда,3,220,0
112,41QEwSzGic,Наволочка квадратная,Текстиль,5,600,0
113,4196y7jtx9,Отвертка + мал,Инструменты,5,80,0
114,41LBuhyqWY,Малярный скотч,Канцтовары,1,60,8
115,41LBuhyqWY,Наволочка квадратная,Текстиль,3,600,0
116,4146TuT4ZO,Отвертка - мал,Инструменты,2,80,0
117,41ClWn97U9,Простынь 1.5,Текстиль,2,1500,0
118,41WD1IJfO6,Простынь 1,Текстиль,4,1200,0
119,41465jXgfK,Наволочка прямоугольная,Текстиль,2,650,0
120,41yA4U4FNt,Плоскогубцы,Инструменты,1,320,0
121,41yA4U4FNt,Отвертка - мал,Инструменты,4,80,0
122,4150yAyQf9,Ручка красная,Канцтовары,3,50,0
123,41krPXnK5V,Пододеяльник 1.5,Текстиль,1,1700,0
124,41oaXQxclB,Наволочка прямоугольная,Текстиль,2,650,0
125,41vDMdIDqo,Простынь 2,Текстиль,3,2100,4
126,41XyFuTbwv,Набор кастрюль,Посуда,5,3500,15
127,41XyFuTbwv,Простынь 2,Текстиль,1,2100,2
128,41eMt15RDQ,Отвертка - бол,Инструменты,2,130,0
129,41Jn8NqqX2,Тарелка бол,Посуда,5,220,0
130,41Jn8NqqX2,Пододеяльник 1.5,Текстиль,1,1700,12
131,41GQMqKfT8,Отвертка - мал,Инструменты,1,80,0
132,41GQMqKfT8,Наволочка прямоугольная,Текстиль,4,650,0
133,41FirD7Z2g,Пододеяльник 1.5,Текстиль,5,1700,0
134,41CvE1CsQe,Стакан синий,Посуда,5,220,0
135,41CvE1CsQe,Отвертка - мал,Инструменты,1,80,0
136,41zVV73fqR,Полотенце бол,Текстиль,5,1100,11
137,41zVV73fqR,Отвертка + мал,Инструменты,3,80,0
138,4195kH6k3d,Fairy моющее средство,Бытовая химия,4,150,0
139,4195kH6k3d,Comet чистящее средство,Бытовая химия,5,170,8
140,4132LEcW4U,Простынь 1.5,Текстиль,5,1500,0
141,4132LEcW4U,Пододеяльник 1.5,Текстиль,4,1700,4
142,411I25LBo1,Крот средство от засоров,Бытовая химия,2,120,0
143,411I25LBo1,Полотенце мал,Текстиль,1,500,4
144,41l6bJ57Rb,Набор кастрюль,Посуда,5,3500,0
145,41l6bJ57Rb,Отвертка + мал,Инструменты,1,80,0
