,doc_id,item,category,amount,price,discount
0,31u07iLrxM,AOS моющее средство,Бытовая химия,4,130,6
1,31g48QZuLO,Comet чистящее средство,Бытовая химия,3,170,0
2,31g48QZuLO,Набор блюдец,Посуда,4,470,0
3,31hVrqvwUx,Пододеяльник 1.5,Текстиль,2,1700,0
4,31a6dnmgc3,Тарелка мал,Посуда,4,150,0
5,31a6dnmgc3,Простынь 2,Текстиль,5,2100,0
6,31PI6reyYD,Ручка зеленая,Канцтовары,2,50,8
7,31PI6reyYD,Пододеяльник 2,Текстиль,1,2200,5
8,31zEgluBgS,Fairy моющее средство,Бытовая химия,5,150,6
9,31zEgluBgS,Набор блюдец,Посуда,5,470,0
10,319DckEVA2,Бумага 100 листов,Канцтовары,2,600,0
11,31a914F0s7,Отвертка - бол,Инструменты,1,130,9
12,31QjqWemnZ,Полотенце бол,Текстиль,4,1100,0
13,31QjqWemnZ,Пододеяльник 1,Текстиль,4,1500,0
14,31oak852dA,Пододеяльник 1.5,Текстиль,1,1700,0
15,31oak852dA,Простынь 1.5,Текстиль,2,1500,11
16,31qVMxshEk,Бокорезы,Инструменты,3,300,8
17,31qVMxshEk,Простынь 1,Текстиль,4,1200,0
18,31YSkRS3FA,Полотенце бол,Текстиль,5,1100,10
19,317glyoGME,Ручка синяя,Канцтовары,2,50,0
20,317glyoGME,Простынь 1,Текстиль,5,1200,0
21,31pK1pJrvg,Наволочка квадратная,Текстиль,3,600,0
22,31pK1pJrvg,Отвертка + мал,Инструменты,3,80,12
23,31pvVbxNuQ,Крот средство от засоров,Бытовая химия,4,120,0
24,31pvVbxNuQ,Канцелярский нож,Канцтовары,1,80,4
25,31eWnsh13L,Отвертка + мал,Инструменты,2,80,0
26,31eWnsh13L,Тарелка бол,Посуда,5,220,2
27,31wTOvHWB4,Отвертка - бол,Инструменты,4,130,10
28,31eIqnID2c,Пододеяльник 1.5,Текстиль,4,1700,0
29,31eIqnID2c,Наволочка прямоугольная,Текстиль,2,650,5
30,31SEiKpaGu,Бумага 100 листов,Канцтовары,1,600,0
31,31SEiKpaGu,Тарелка мал,Посуда,1,150,0
32,31cEv69bJ4,Простынь 1.5,Текстиль,3,1500,9
33,31MYYEGOgA,Отвертка - бол,Инструменты,4,130,0
34,317tmlILIt,Пододеяльник 1,Текстиль,5,1500,11
35,314dqrFhgP,Отвертка - мал,Инструменты,1,80,1
36,31mGok2qOv,Тарелка бол,Посуда,3,220,0
37,31cyNe80Uu,Пододеяльник 1.5,Текстиль,3,1700,11
38,31ATF7vvg2,Пододеяльник 2,Текстиль,5,2200,0
39,31ATF7vvg2,Comet чистящее средство,Бытовая химия,2,170,0
40,31nhMvgBap,Тарелка мал,Посуда,2,150,0
41,31nhMvgBap,Набор блюдец,Посуда,4,470,0
42,31kw0CyUns,Отвертка - мал,Инструменты,3,80,3
43,31Ph7L7e6b,Пододеяльник 1,Текстиль,1,1500,10
44,31Ph7L7e6b,Наволочка квадратная,Текстиль,4,600,0
45,31uodFVcxX,Плоскогубцы,Инструменты,1,320,0
46,31uodFVcxX,Fairy моющее средство,Бытовая химия,5,150,6
47,31wJRXHgCH,Канцелярский нож,Канцтовары,4,80,0
48,31wJRXHgCH,Отвертка + мал,Инструменты,1,80,15
49,31SFZTSj1o,Простынь 1,Текстиль,1,1200,0
50,315ZQD4FZT,Набор кастрюль,Посуда,5,3500,1
51,315ZQD4FZT,Простынь 1,Текстиль,4,1200,0
52,31QBJ5SmFK,Простынь 1.5,Текстиль,2,1500,0
53,31QBJ5SmFK,AOS моющее средство,Бытовая химия,1,130,0
54,319kCGsSfn,Крот средство от засоров,Бытовая химия,4,120,0
